ФИО,Пол,Роль в мероприятии,Список компетенций,Должность,Категория,Начало трудового стажа,Место работы,Профессия,Дата рождения,Начало трудовой деятельности в РОСАТОМ,Образование,Место образования,Год оканчания,Специальность,individual_result,Скор/стаж,Перспективность,Возраст,Количество сложных задач,Количество средних задач
ФИО_273,0,Участник мероприятия,Информационная безопасность; ,Инженер-проектировщик 2 категории,,,ФГУП ПО МАЯК,,,2004-10-01,,,,,23.495721762701034,,0,,,
ФИО_693,0,Участник мероприятия,Бетонные строительные работы; ,Инженер-дозиметрист (дежурный) 2категории,,12.08.2008,"""ПАО """"Машиностроительный завод """"ЗиО Подольск""""""",,1999-02-18,2017-11-20,,,,,0.0,,0,,,
ФИО_463,0,Участник мероприятия,Сметное дело; ,Инженер-технолог,,2012,"ООО ""ЗапСибНефтехим""",,,,,,,,44.375464407618814,0.021208717345040602,0,33.01958695327905,1.0,2.4546175300803115
ФИО_231,0,Участник мероприятия,Электроника; ,инженер-технолог,,2013,"""АО """"РИР"""" филиал в г. Озерске""",,02.10.1987,2003-02-06,,,,,42.52005075638918,,0,29.53164202973241,,
ФИО_170,0,Участник мероприятия,Работы на токарных универсальных станках; ,Элетромонтер,,,Национальный исследовательский ядерный университет «МИФИ»,,,,,,,,25.414963688580233,0.06279905747175128,0,37.551806096322906,,
ФИО_349,0,Участник мероприятия,Инженер-технолог машиностроения; ,Экономист по планированию,,2016-10-10,Снежинский физико-технический институт,,19.02.1994,2022-07-27,,,,,51.8910708011299,,0,,,
ФИО_281,0,Участник мероприятия,Строительный контроль; ,Дозиметрист,,2002-03-01,"""АО """"Сибирский химический комбинат""""""",,1998-02-13,2014,,,,,20.005381542733833,,0,37.81900567455282,,
ФИО_167,0,Участник мероприятия,Инженер-конструктор; ,Инженер участка релейной защиты и автоматики главной схемы,Инженер,2006-08-08,Никимт атомстрой ,нет в предлагаемом списке,,2019-01-14,,,,,0.0,,0,,,
ФИО_421,0,Участник мероприятия,Охрана окружающей среды; ,разработчик,,22.07.2019,ООО Калининская АЭС-сервис,,1986-07-27,2021-12-13,,,,,7.459611814905456,,0,,,
ФИО_221,0,Участник мероприятия,Строительный контроль; ,,,2007-02-11,АО ЧМЗ,,1987-02-18,12.03.2018,,,,инженер - строитель,30.139399047986466,,0,,,
ФИО_335,0,Участник мероприятия,Радиационный контроль; ,Мастер,,,"АО ""Ангарский электролизный химический комбинат""",,1988-11-03,,,,,,4.488802024710807,,0,,,
ФИО_667,1,Участник не в оценке,Сетевое и системное администрирование; ,инженер-проектировщик 2й категории,,1999-08-18,Артем Резников,,1996-04-28,,,,,,10.516914397723983,,0,,,
ФИО_263,0,Участник мероприятия,Охрана труда; ,Электромонтёр,Инженер,2009-09-28,"""АО """"Владимирское производственное объединение """"Точмаш""""""",,1994-01-27,,,,,,49.97361147477157,,0,,,
ФИО_138,0,Участник мероприятия,Охрана труда; ,,,,Акционерное общество РУСБУРМАШ,,1974-01-14,,,,,,39.73469827082856,0.12218216958276326,0,28.454854750537663,1.0,1.9760698352913642
ФИО_375,0,Участник мероприятия,Аналитический контроль; ,Инженер,Специалист (рабочие специальности),07.2021,Акционерное общество Чепецкий механический завод,,1998-04-18,2019-08-26,,,,,32.84759167956915,0.08160411432728666,0,35.434347820130476,,
ФИО_497,0,Участник мероприятия,Электроника; ,инженер-технолог,,2017-09-19,"""Акционерное Общество """"Машиностроительный завод""""""",,29.07.1991,,,,,,47.40555586131128,,0,,,
ФИО_584,0,Участник мероприятия,Бетонные строительные работы; ,Электрослесарь по ремонту и обслуживанию автоматики и средства измерений электростанций 6 разряда,,07.12.2016,"ПАО ""ППГХО"" Объединенное автохозяйство",,17.01.1993,,,,,,22.43222688531271,,0,,,
ФИО_621,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Инженер-лаборант по физикомеханическим испытаниям 1 категории,,05.2020,Акционерное общество «Производственное объединение «Электрохимический завод»,нет в предлагаемом списке,1999-02-18,2012-10-30,,,,,0.4460143402997332,0.0,0,48.48043197772945,,
ФИО_362,1,Участник мероприятия,Работы на фрезерных универсальных станках; ,Монтажник,,1987-01-26,Акционерное общество «Производственное объединение «Электрохимический завод»,,26.03.1984,11.09.2000,,,,14.04.01 Ядерная энергетика и теплофизика,18.434423039359086,,0,41.41042556698881,,
ФИО_203,0,Участник не в оценке,Информационная безопасность; ,Электромонтер по ремонту и обслуживанию электрооборудования,,2022,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,,,Полное высшее,,2005,,65.88108396366698,,0,,,
ФИО_538,0,Участник мероприятия,Информационная безопасность; ,старший лаборант,,2018,"""ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"РУСАТОМ-АДДИТИВНЫЕ ТЕХНОЛОГИИ""""""",,1961-06-30,,,,,,1.3245498511677596,,0,,,
ФИО_327,0,Участник мероприятия,Строительный контроль; ,Инженер по качеству,,13.04.2018,"""Акционерное общество """"Производственное объединение """"Электрохимический завод""""""",,18.02.1987,2019-04-01,Высшее,ИрГУПС,2015;2014,Инженерная защита окружающей среды ,45.50457018785396,0.1958053871371213,0,30.653271755885314,1.3535254240602257,2.2219301212109164
ФИО_437,0,Участник мероприятия,Сетевое и системное администрирование; ,токарь,,10.10.2021,"""ООО """"НПО""""Центротех""""""""""",,1998-08-09,-,,,,,50.034328510969786,,0,,,
ФИО_20,0,Участник мероприятия,Электромонтаж; ,Инженер-проектировщик 2-ой категории,,2017-02-01,Озёрский Технический Колледж,,1994-09-28,2017-08-25,,,,,58.34819740123217,0.2035823890964229,0,27.361748343043217,,
ФИО_595,0,Участник мероприятия,Электроника; ,Слесарь- инструментальщик,Специалист (рабочие специальности),08.2002,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,1999-02-18,2018-08-06,,,,,4.490514794411652,,0,,,
ФИО_492,0,Участник мероприятия,Электромонтаж; ,Контролер производства ТВЭЛ,,07.2016,ФГУП «Приборостроительный завод имени К.А. Володина»,,2002-01-11,2020-10-05,,"МБОУ ""Средняя общеобразовательная школа №176""",,,36.75173941698676,,0,,,
ФИО_552,0,Участник мероприятия,Инженер-конструктор; ,Лаборант химического анализа,,2022-07-01,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,,,,,,,1.4280089522829869,,0,,,
ФИО_496,0,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Менеджер проектов ПСР,,2013-06-05,"ФГУП""Комбинат Электрохимприбор""",Вывод из эксплуатации объектов использования атомной энергии,22.06.1990,2018-11-19,,,,,45.302602529411246,,0,,,
ФИО_445,0,Участник мероприятия,Инженерное проектирование; ,Электромонтер по ремонту и обслуживанию электрооборудования,,2005-01-01,"АО ""Атомстройэкспорт""",,1988-03-23,2019-12-19,,,,,44.225828419012345,0.14320449538969343,0,32.06586595453513,,
ФИО_295,0,Участник мероприятия,Охрана труда; ,Инженер-конструктор I категории,,2006-05-05,СГТ 037,,,2021-12-01,,,,,32.81373785457734,,0,,,
ФИО_383,1,Участник мероприятия,Управление жизненным циклом; ,Инженер по качеству,,,Снежинкий физико-технический институт НИЯУ МИФИ,,1990-08-30,,,,2015,Охрана труда,18.73479941590033,0.0,0,29.507675142362647,,
ФИО_243,0,Участник мероприятия,Геодезия; ,Слесарь КИПиА,,2019-12-17,"Федеральное государственное унитарное предприятие ""Горно-химический комбинат",,1999-11-22,,Высшее,,2007,,16.747833067249424,0.05573899251911396,0,37.51730183271577,1.2155693766588782,1.6928495712212988
ФИО_596,0,Участник мероприятия,Мехатроника; ,Сменный лаборант химического анализа,,2000-09-12,"""ФГУП """"Национальный оператор по обращению с радиоактивными отходами""""""",,1999-02-18,2013-11-27,,,,,17.86774142680724,0.13659763316116147,0,30.751184404170452,,
ФИО_364,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Инженер-конструктор 3 категории,,,"""ФГУП """"ПО""""МАЯК""""""",,28.07.1993,,,,,,0.0,,0,,,
ФИО_400,0,Участник мероприятия,Геодезия; ,Инженер-программист,,-,"""АО """"Опытное Конструкторское Бюро Машиностроения имени И.И. Африкантова""""""",нет в предлагаемом списке,2000-02-01,2016-01-27,Высшее;Высшее,,,Конструкторско-технологическое обеспечение машиностроительных производств,35.01668898163611,0.10483184671373336,0,27.101270991593946,1.5538350199461317,3.181492211932221
ФИО_425,0,Участник мероприятия,Управление жизненным циклом; ,Инженер-дозиметрист (дежурный) 2категории,,"11,2","""Публичное акционерное общество """"Новосибирский завод химконцентратов""""""",,2002-07-31,2019-03-11,,,,,0.0,,0,,,
ФИО_307,1,Участник мероприятия,Управление жизненным циклом; ,ведущий инженер по ООС (эколог),,"10,2018",Снежинкий физико-технический институт НИЯУ МИФИ,,30.05.1981,,,,,,4.454854706408225,0.1325118002537295,0,44.0115670158875,,
ФИО_328,0,Участник мероприятия,Мехатроника; ,Инженер-электрик,Инженер,2007-02-11,"Акционерное общество ""Машиностроительный завод""",,1983-07-11,2018-11-19,,,,,25.227329088116935,,0,,,
ФИО_329,1,Участник мероприятия,Аналитический контроль; ,Лаборант,,сен.19,"""Акционерное общество """"Русатом автоматизированные системы управления""""""",,1993-03-27,2021-12-01,,,2022,,13.25592672774697,,0,,,
ФИО_93,0,Участник мероприятия,Геодезия; ,Фрезеровщик,,-,"""АО """"Атомстройэкспорт""""""",,,,,,,,28.43767685646474,,0,,,
ФИО_514,0,Участник мероприятия,Программные решения для бизнеса; ,инженер-конструктор,Инженер,2019-09-07,"Дирекция по поддержке производства , подземный рудник 1",нет в предлагаемом списке,21.04.1979,2010-01-18,,,,,23.020627991453736,,0,,,
ФИО_378,0,Участник мероприятия,Охрана окружающей среды; ,Ведущий инженер проектировщик,,07.2019,"""АО """"Сибирский химический комбинат""""""",,2004-06-18,,,,,,16.907171516766855,,0,,,
ФИО_31,1,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Инженер-программист,Инженер,2013-09-27,"""АО """"Сибирский химический комбинат""""""",Радиационный контроль,1989-11-26,2002,,,,,3.1658407120730008,,0,,,
ФИО_175,0,Участник мероприятия,Инженер-технолог машиностроения; ,инженер-технолог участка изготовления твэлов транспортного направления,Студент,04.2020,"""АО """"Ведущий проектно-изыскательский и научно-исследовательский институт промышленной технологии""""""",Радиационный контроль,1994-05-17,2014-06-10,,,,,48.91656954305373,0.0,0,43.97408882152425,1.1065680095415251,2.5647032437803063
ФИО_359,1,Участник мероприятия,Электроника; ,Инженер - конструктор,,2014-06-04,"АО ""Консист-ОС""",,18.05.2001,,Основное общее образование,,2010;2003,Промышленная электроника,59.68481499318591,0.08111767495317954,0,35.56420758658684,1.142330105956522,2.0009505386145445
ФИО_73,0,Участник мероприятия,Сетевое и системное администрирование; ,Инженер по ремонту 2-ой категории,,2016-10-10,"Служба экологии, цех хранения радиоактивных отходов и ликвидации радиоактивных загрязнений",,14.07.1985,2021-05-14,среднее профессиональное,ИрГУПС,2015;2014,Эксплуатация железных дорог,0.0,,0,34.24838343742559,,
ФИО_516,0,Участник мероприятия,Управление жизненным циклом; ,начальник отдела,,2019-07-15,"ПО ""Маяк""",,17.04.1996,2017,,,,,0.19771905682187096,0.013549237103460801,0,26.044871760867206,,
ФИО_299,0,Участник мероприятия,Электромонтаж; ,Ведущий инженер,,2007-01-01,Управление Капитального Строительства,,2000-11-22,2018-04-13,,,,,38.40891221620703,0.2490525738056098,0,25.691584410351492,1.1622298592345215,
ФИО_653,0,Участник мероприятия,Инженерное мышление. Каракури; ,Водитель,,01.2014,"""ФГУП """"Российский федеральный ядерный центр–Всероссийский научно- исследовательский институт экспериментальной физики"""" Государственной корпорации по атомной энергии """"Росатом""""""",,1996-01-24,,,,,,0.0,0.04138344941529616,0,37.701969603304846,1.5862103809731338,2.2572733702117036
ФИО_211,1,Участник мероприятия,Промышленная механика и монтаж; ,Инженер по качеству,Специалист (рабочие специальности),04.2007,Отдел технического контроля,,06.08.1986,,,,,,27.10685995616923,0.08986740768535997,0,21.477793349174306,,
ФИО_585,0,Участник мероприятия,Промышленная механика и монтаж; ,Эксперт,,2018-11-19,"""ФГУП """"Приборостроительный завод""""""",,11.01.2002,,,,,,0.0,0.0,0,22.153330089544525,,
ФИО_143,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Начальник группы,,,ОБПОУ Курский монтажный техникум,,,,,,,,6.422041253591736,,0,,,
ФИО_566,1,Участник мероприятия,Электромонтаж; ,Начальник-группы,,,Нет,,11.01.2002,,,,,,30.74139352618387,0.1468337349138673,0,30.993662531853904,,
ФИО_206,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Инженер-дозиметрист (дежурный) 2категории,,2014-07-23,"Филиал ОАО ""РЖД"" Свердловская дистанция гражданских сооружений",,1986-04-21,,,,,,20.39342922840177,0.10127433421850995,0,37.64786668731952,,
ФИО_469,1,Участник мероприятия,Аналитический контроль; ,Водитель,,2019-03-11,"""АО """"Сибирский химический комбинат""""""",,1995-07-02,2021-06-07,,,1999,,26.22233496810887,0.13008029840917784,0,28.49116276618217,,
ФИО_297,1,Участник мероприятия,Программные решения для бизнеса; ,Инженер по качеству,Инженер,07.2006,"АО ""КОНЦЕРН ТИТАН-2""",,2004-04-13,2019-06-10,,,,,0.0,0.0883727834282023,0,43.68277257526707,,
ФИО_316,0,Участник мероприятия,Электромонтаж; ,"Инженер-программист (по безопасности конфиденциальной информации), ведущий",,2001-07-01,"АО ""Гринатом""",,,,,,,,41.28697806438464,,0,,,
ФИО_125,1,Участник мероприятия,Электроника; ,,,08.2020,"""Акционерное Общество """"Институт Реакторных Материалов""""""",,1996-12-17,2012-05-07,,,,,67.46281295486216,0.1564383977300437,0,32.13429357147196,1.6368746416548035,2.3082196494254443
ФИО_612,0,Участник мероприятия,Инженер-конструктор; ,водитель автомобиля на специальных перевозках,,дек.07,Государственный университет аэрокосмического приборостроения,,2000-08-11,2018-10-16,,,,,0.0,,0,33.60842487252679,,
ФИО_499,0,Участник мероприятия,Управление качеством; ,Инженер,,2010-09-01,ООО «НИИАР-ГЕНЕРАЦИЯ»,,1991-05-08,,Высшее,,,,0.0,0.0,0,28.640563987475208,,
ФИО_199,0,Участник мероприятия,Сварочные технологии; ,Электромонтёр по обслуживанию электрооборудования электростанций,,дек.12,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,1986-10-23,,,,,,0.0,0.0,0,37.56615472183308,1.0,1.7252780036673916
ФИО_319,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Инженер-конструктор,,,Акционерное общество опытное конструкторское бюро машиностроения им. И. И. Африкантова,,,,,,,,0.0,0.07474825037306479,0,21.412642148301735,1.3177534740788193,2.2096894169259382
ФИО_61,1,Участник мероприятия,Сетевое и системное администрирование; ,Лаборант химического анализа 5 разряда,,2020,Филиал АО «Концерн Росэнергоатом» «Кольская атомная станция»,,1975-04-02,2016-07-01,,Волгоградский Государственный Технический Университет,,,25.05080262858447,0.06292423050055268,0,33.15354526754261,1.5794629787085097,2.647000711564007
ФИО_481,0,Участник мероприятия,Электроника; ,Инженер-конструктор,,2012,"""АО Инжиниринговая компания """"АЭМ-технологии""""",,2002-08-12,,,,,,29.865088928632908,0.09791162062813047,0,27.345227399133083,,
ФИО_518,1,Участник мероприятия,Квантовые технологии; ,Инженер-конструктор,,1994-07-31,"""АО """"ЕВРАЗ НТМК""""""",,1994-06-27,2016,,,,,18.390674748201437,0.06898353354855319,0,40.990271379305895,,
ФИО_448,0,Участник мероприятия,Обслуживание и ремонт оборудования релейной защиты и автоматики; ,Инженер по качеству,,05.2020,"Филиал АО ""НИКИМТ-Атомстрой"" Дирекция на Курской АЭС",нет в предлагаемом списке,07.02.1989,2007-11-06,,,,,5.466185897690366,,0,46.01219009588819,,
ФИО_62,0,Участник мероприятия,Электромонтаж; ,Инженер-дозиметрист (дежурный) 2категории,,авг.08,"""АО """"Сибирский химический комбинат""""""",,1993-08-11,2020-06-16,среднее профессиональное,Томский политехнический университет,2015;2014,Эксплуатация железных дорог,36.88810818936413,,0,,,
ФИО_195,0,Участник мероприятия,Управление жизненным циклом; ,Инженер-проектировщик 2 категории,,2004-03-05,"""Федеральное государственное унитарное предприятие """"Горно-химический комбинат""""""",,,,,,,,0.0,,0,,,
ФИО_121,0,Участник мероприятия,Управление жизненным циклом; ,Инженер,Инженер,2004-06-01,"АО ""КОНЦЕРН ТИТАН-2""",Водитель,1987-07-23,1996,,Нижегородский Государственный Технический Университет имени Р.Е. Алексеева,,,4.56703812068953,0.0,0,31.502788067946298,,
ФИО_548,0,Участник мероприятия,Бетонные строительные работы; ,Инженер,,03.2013,Национальный Исследовательский Томский Государственный университет,,1999-06-04,,,,,,19.61284173596666,,0,,,
ФИО_500,0,Участник мероприятия,Строительный контроль; ,Руководитель направления,,2008-04-11,"""ПАО """"Машиностроительный завод """"ЗиО Подольск""""""",,04.03.80,2020-07-20,,,,Техносферная безопасность,40.708671198798655,0.28475066315556297,0,22.773422437590902,1.329491352301251,2.226673559680129
ФИО_68,0,Участник мероприятия,Инженер-конструктор; ,Инженер данных,,июл.12,"ФГУП ""ПО ""Маяк"", радиохимический завод",,1995-09-29,,,,,,23.936401024155757,0.1560333615501332,0,23.756364036714277,,
ФИО_282,1,Участник мероприятия,Инженерное мышление. Каракури; ,Специалист по анализу данных,,июн.16,АО «Государственный специализированный проектный институт»,,12.06.1990,2014,,Уральская государственная горно-геологическая академия,,,11.33870857839252,,0,,,
ФИО_466,1,Участник мероприятия,Сварочные технологии; ,Арматуршик,,10.10.2021,"Филиал АО ""КОНЦЕРН РОСЭНЕРГОАТОМ""""РОСТОВСКАЯ АТОМНАЯ СТАНЦИЯ""",,1994-08-23,2018-04-23,,,,,21.565414183827972,,0,,,
ФИО_475,0,Участник мероприятия,Охрана труда; ,Водитель,,май.12,"""ПАО """"Машиностроительный завод""""""",,2000-10-26,2020-08-19,,,,,0.0,0.0,0,41.17521535640171,,
ФИО_216,0,Участник мероприятия,Электроника; ,Токарь,,2006-01-16,-,,1990-04-20,,,,,,32.2199383164202,,0,,,
ФИО_623,1,Участник мероприятия,Технологические системы энергетических объектов; ,Инженер-конструктор 3 категории,,0,"Акционерное общество  Научно-исследовательский институт Научно-производственное объединение ""ЛУЧ""",,1977-05-15,,,,,,48.469884291631644,,0,,,
ФИО_305,1,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Инженер 1 категории по эксплуатации,Специалист (рабочие специальности),02.08.2021,"""АО """"Сибирский химический комбинат""""""",,1999-08-25,2007-12-01,,,,,35.78475783425221,0.0,0,38.815401608069976,1.6800635348070336,2.76800645143997
ФИО_478,1,Участник мероприятия,Мехатроника; ,Электросварщик ручной сварки,,2009-05-12,Калининский филиал Калининатомтехэнерго АО Атомтехэнерго,,21.10.1997,2021-02-14,ВЫСШЕЕ ТЕХНИЧЕСКОЕ,ТТИ НИЯУ МИФИ,2008,Строительство и эксплуатация зданий и сооружений ;Промышленное и гражданское строительство,20.145085971630834,0.1529058277063679,0,23.225115872820368,1.02053060070195,2.4015059605377265
ФИО_254,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Электрогазосварщик 6-го разряда,,2009-08-10,"""АО """"Владимирское производственное объединение """"Точмаш""""""",,2000-10-26,2019-05-22,Среднеспециальное ,,,,0.0,,0,,,
ФИО_395,0,Участник мероприятия,Электромонтаж; ,Главный специалист,,2019,Волгодонский филиал Акционерного общества «Инжиниринговая компания ,,1994-09-28,2014-07-15,,,,Проектирование технологических машин и комплексов,35.78979150758239,,0,,,
ФИО_265,0,Участник мероприятия,Охрана окружающей среды; ,Руководитель направления,Инженер,03.2018,"АО ""Гринатом""",,,2011-10-06,,,,,19.270143427884612,0.028124578586114196,0,31.209922895487637,,
ФИО_88,0,Участник мероприятия,Квантовые технологии; ,Инженер коррозионист первой категории,,,"""АО """"Сибирский химический комбинат""""""",,2004-03-23,,,,,,4.972864402232542,,0,,,
ФИО_513,0,Участник мероприятия,Инженерное проектирование; ,слесарь,,апр.06,"""ПАО """"Приаргунское производственное горно-химическое объединение""""""",,,2019-01-14,,,,,0.0,0.0,0,37.95314151320034,,
ФИО_543,0,Участник мероприятия,Сметное дело; ,Слесарь по КИПиА 4 разряда,,2014-06-10,нет данных,,22.06.1992,2016-10-03,,,,,32.70065951482661,,0,,,
ФИО_134,0,Участник мероприятия,Охрана труда; ,Электромонтёр ОПС,,1997-09-01,"""АО """"Сибирский химический комбинат""""""",,06.08.1986,,,,,,0.0,0.0,0,28.888517707058355,,
ФИО_545,1,Участник мероприятия,Инженерное мышление. Каракури; ,"Лаборант химического анализа, 5 разряд",,02.09.2019,Управления по техническому контролю при изготовлении оборудования для АЭС Российской Федерации,,1998-01-23,2018-06-04,,,,,0.0,,0,,,
ФИО_267,0,Участник мероприятия,Аналитический контроль; ,Инженер-технолог 1категории,,2019-08-26,ФГУП ПСЗ,,2004-03-23,2017-01-12,,,,,17.874234791180154,0.0,0,35.35732237051349,,
ФИО_181,0,Участник мероприятия,Водитель спецавтомобиля; ,Мастер-лаборант,Специалист (рабочие специальности),1994-07-31,Частное учреждение Цифрум,,06.12.1981,2014-05-12,,,,,22.871930006600092,0.07394051440536602,0,28.587399459097686,,
ФИО_120,0,Участник мероприятия,Управление жизненным циклом; ,Инженер по организации эксплуатации и ремонту зданий и сооружен,,фев.11,АО ЕВРАЗ ЗСМК,,1977-09-04,2017-11-01,,,,,30.402846136762648,,0,,,
ФИО_529,0,Участник мероприятия,Неразрушающий контроль; ,Инженер-конструктор,,-06-13,Электрохимприбор,,12.12.1986,2020-07-13,,,,,24.07885156577737,,0,,,
ФИО_632,0,Участник мероприятия,Программные решения для бизнеса; ,Лаборант,,авг.07,Уральский технологический колледж - филиал НИЯУ МИФИ,,2004-03-06,,,,,,12.414955804494236,,0,34.29197388309824,,
ФИО_562,0,Участник мероприятия,Сметное дело; ,Инженер по качеству,,2022-07-26,"""Филиал АО """"Концерн Росэнергоатом"""" Белоярская АЭС""",,1986-04-04,2007-05-23,,"БГТУ ""Военмех им. Д.Ф. Устинова""",,Промышленное и гражданское строительство,64.78089993398328,,0,,,
ФИО_424,0,Участник мероприятия,Сметное дело; ,Студент,,2012-05-30,Аэрокосмический колледж СибГУ им. М.Ф. Решетнева,нет в предлагаемом списке,30.09.1994,2011,,,,,41.45878651110634,0.054585732533151896,0,32.08603068339495,,
ФИО_386,0,Участник мероприятия,Промышленная механика и монтаж; ,Плотник,,-03-06,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,1995-04-13,,,,,,34.974171193595666,,0,,,
ФИО_205,0,Участник мероприятия,Аналитический контроль; ,,,,АО ЧМЗ,,2004-04-13,,,,,,16.35437031796209,,0,,,
ФИО_661,0,Участник мероприятия,Строительный контроль; ,Монтажник,Инженер,1996,Департамент информационных технологий ГХК,,06.11.1988,2020-06-16,,,,,0.0,0.0,0,34.998823526999104,,
ФИО_291,0,Участник мероприятия,Аналитический контроль; ,,,2018,Волгодонский филиал Акционерного общества «Инжиниринговая компания ,,1988-08-28,,,,,,16.25659972702942,0.17736360788723904,0,30.520953363844722,,
ФИО_57,0,Участник мероприятия,Фрезерные работы на станках с ЧПУ; ,Руководитель направления,Специалист (рабочие специальности),2009-08-10,АКЦИОНЕРНОЕ ОБЩЕСТВО КОНЦЕРН ТИТАН-2,Программист,1988-05-17,2021-05-14,,,,,54.72060741219855,,0,,,
ФИО_606,1,Участник мероприятия,Управление жизненным циклом; ,инженер,,ноя.16,"ФГУП ""Комбинат ""Электрохимприбор""",,1999-02-18,,Высшее,,,,0.0,,0,,,
ФИО_49,0,Участник мероприятия,Радиационный контроль; ,"Лаборант химического анализа, 5 разряд",,2020-01-09,АО «Государственный специализированный проектный институт»,,,2018-03-12,,,,,49.62453765519479,,0,,,
ФИО_322,1,Участник мероприятия,Неразрушающий контроль; ,разработчик,Инженер,06.2012,"""Филиал АО """"Концерн Росэнергоатом"""" Белоярская АЭС""",,2002-02-07,2021-04-23,,,,,24.99402601772526,0.06730453298040343,0,36.64634541623859,1.2788153896957244,2.1355438642828197
ФИО_479,0,Участник мероприятия,Мехатроника; ,Ведущий инженер-проектировщик,,мар.07,Акционерное общество Атомспецтранс Озерский филиал,,1981-12-15,2021-05-14,,,,,0.0,0.005915750089044852,0,35.44821059830386,,
ФИО_430,1,Участник мероприятия,Охрана труда; ,Инженер промышленной безопасности,,02.2019,"""ПАО """"Машиностроительный завод""""""",,1993-09-14,2021-01-25,,,,,33.617500121485385,,0,,,
ФИО_376,1,Участник мероприятия,Информационная безопасность; ,Начальник смены участка,Специалист (рабочие специальности),01.2021,ООО «Русатом инфраструктурные решения»,,1989-11-26,2018-11-22,,,,,4.211883912892564,,0,,,
ФИО_611,1,Участник мероприятия,Машинное обучение и большие данные; ,главный эксперт,,2018,"ФГУП ""Маяк""",,,2017-09-22,,,,,38.16589029207427,,0,24.28782560714125,,
ФИО_609,0,Участник мероприятия,Аналитический контроль; ,Инженер-технолог3 категории,,2013-07-23,"ФГУП ""Маяк""",,1989-05-07,2021-10-23,,МИФИ,,,19.1927097063103,0.0015482072606261416,0,35.79345190633796,,
ФИО_65,1,Участник мероприятия,Бетонные строительные работы; ,инженер,Инженер,,ООО «НИИАР-ГЕНЕРАЦИЯ»,,,2011,,,,,7.041898194052353,0.07073906220940918,0,34.1832673488119,,
ФИО_637,1,Участник мероприятия,Мехатроника; ,Инженер по качеству,,дек.13,Акционерное общество «КОНЦЕРН ТИТАН-2»,,,-,,,,,0.0,0.07219356868137813,0,34.208432113034874,,
ФИО_599,1,Участник мероприятия,Радиационный контроль; ,Инженер 3 к.,,2015-02-03,"АО ""Атомстройэкспорт""",,17.10.1991,2010-01-18,,,,,14.893047330821428,0.12304857970529065,0,23.06324884398049,,
ФИО_207,0,Участник мероприятия,Электроника; ,Инженер-проектировщик 3 категории,,2022,"""""""Лениградска атомная станция"""" (Лениградская АЭС)""",,,2008-08-16,,,,,12.033062271696757,,0,,,
ФИО_5,0,Участник мероприятия,Геодезия; ,слесарь,,2012-11-01,Технологический Институт Национальный исследовательский ядерный университет МИФИ,нет в предлагаемом списке,25.03.1991,-,,,,,42.59885201646502,0.08355080564407719,0,31.723587065153314,,
ФИО_509,0,Участник мероприятия,Технологии композитов; ,Сварщик,,2016-10-10,"""АО филиал концерна Росэнеогоатом """" калининская АЭС""""""",,020219871987-02-02,27.08.2019,,,,,27.163287231018273,,0,32.77421407788855,,
ФИО_662,0,Участник мероприятия,Машинное обучение и большие данные; ,Электромонтёр по обслуживанию электрооборудования электростанций,,,Комбинат «Электрохимприбор»,,09.12.1976,2008-08-12,Высшее,"ГБПОУ Свердловской области ""Исовский геологоразведочный техникум"";Профессиональный лицей 78 г. Лесной",1994,,37.123388300769236,0.22134556027448568,0,30.962204899403666,,
ФИО_654,0,Участник мероприятия,Управление жизненным циклом; ,Инженер 2 категории,,2016-10-10,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Национальный исследовательский уни",,1970-01-31,2022-07-26,,,,,39.412330309231265,0.14806072381339064,0,22.680877911278184,,
ФИО_669,1,Участник мероприятия,Инженерное проектирование; ,ЭЛЕКТРОМОНТЕР ПО РЕМОНТУ И ОБСЛУЖИВАНИЮ ЭЛЕКТРООБОРУДОВАНИЯ СТАНА ГОРЯЧЕЙ ПРОКАТКИ,,15.05.2018,АО «Русатом Оверсиз»,,1985-03-25,2021-05-14,,,,,0.0,0.0,0,33.686269294988044,1.0,1.9190599362691239
ФИО_23,0,Участник мероприятия,Работы на токарных универсальных станках; ,Ведущий инженер по РЗА,Инженер,1999-06-18,"""АО """"Сибирский химический комбинат""""""",,,,,,,,72.9082579544222,,0,,,
