ФИО,Пол,Роль в мероприятии,Список компетенций,Должность,Категория,Начало трудового стажа,Место работы,Профессия,Дата рождения,Начало трудовой деятельности в РОСАТОМ,Образование,Место образования,Год оканчания,Специальность,individual_result,Скор/стаж,Перспективность,Возраст,Количество сложных задач,Количество средних задач
ФИО_186,0,Участник мероприятия,Охрана окружающей среды; ,главный специалист отдела ООС,,дек.12,"""АО """"Консист-Оператор-Связи""""""",,1993-01-16,,,,,,33.64195342511558,0.1832094673601195,0,37.484904126163734,1.225593023367021,2.1366767441182404
ФИО_265,0,Участник мероприятия,Строительный контроль; ,Ведущий инженер,Инженер,,"""АО """"Сибирский химический комбинат""""""",,,,,,,,10.721579907090689,,0,,,
ФИО_409,0,Участник мероприятия,Электроника; ,Мастер,Нет,2017-02-24,"Департамент капитального строительства отдел генплана, изысканий и землеустройства",Вывод из эксплуатации объектов использования атомной энергии,1983-02-16,2020-10-01,,,,,21.532965429991158,,0,,,
ФИО_350,0,Участник мероприятия,Электроника; ,Контролер производства ТВЭЛ,,2017-07-01,ООО «Додо Инжиниринг»,,2003-06-09,2021-08-04,,,,,26.0572983611222,0.005023887230129295,0,48.378910378995585,1.7547863334630263,2.1961288663211542
ФИО_584,1,Участник мероприятия,Инженер-конструктор; ,ИАСУП,Инженер,2019-01-14,"""Публичное акционерное общество """"Новосибирский завод химконцентратов""""""",,03.02.1986,2003-02-22,,,,,3.8013280406280394,0.04059091841718561,0,30.450104733458584,,
ФИО_516,1,Участник мероприятия,Аналитический контроль; ,Наладчик станков и манипуляторов с программным управлением,,2016-03-14,"""ФГУП ПО """"МАЯК""""",,2001-08-21,,,,,,22.53682238136016,0.054335823345888754,0,25.050144099151453,,
ФИО_190,0,Участник мероприятия,Водитель спецавтомобиля; ,Инженер-электроник,Инженер,2022,АО «Атомэнергопроект»,,1999-02-16,,,,,,26.86365135819792,,0,,,
ФИО_520,0,Участник мероприятия,Электромонтаж; ,Инженер-проектировщик 2-ой категории,,27.08.2019,ФГУП РФЯЦ-ВНИИЭФ,,14.07.1985,2019-09-23,Высшее,,,,38.34405433470774,,0,,,
ФИО_211,0,Участник мероприятия,Аналитический контроль; ,Ведущий инженер,,,"Филиал АО ""КОНСИСТ-ОС"" ""Кольский""",,,,,,,,15.395966542517302,0.08137537723468755,0,33.20758172813978,1.046884274746134,1.9436822360218577
ФИО_651,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,лаборант,Специалист (рабочие специальности),08.2009,"""Акционерное общество """"Институт реакторных  материалов""""""",нет в предлагаемом списке,1999-02-18,2015-08-10,,,,,0.0,,0,35.522614939977196,,
ФИО_450,0,Участник мероприятия,Охрана труда; ,Инженер-конструктор I категории,,мар.12,"""ФГУП """"Приборостроительный завод""""""",,1997-06-30,нет,,,,,12.825210139077438,0.03197953411949695,0,31.429251644021967,,
ФИО_221,0,Участник мероприятия,Технологии композитов; ,ведущий инженер,,07.12.2016,"ООО ""ЗапСибНефтехим""",,2003-01-28,,,,,,2.651302071618753,,0,,,
ФИО_536,0,Участник мероприятия,Управление жизненным циклом; ,ведущий инженер,,2006-08-23,"""Акционерное общество """"Опытное конструкторское бюро машиностроения имени И.И. Африкантова""""""",,1999-02-18,2019-05-22,,,,,11.73253155889123,,0,21.68763358266773,,
ФИО_377,0,Участник мероприятия,Охрана окружающей среды; ,Ведущий специалист,,июнь 2003,ФГАОУ ВО «Национальный исследовательский ядерный университет «МИФИ»,,29.07.1999,2021-08-02,,,2008,,35.58637680171603,,0,,,
ФИО_197,1,Участник мероприятия,Квантовые технологии; ,Начальник группы,Инженер,2014,АО « КОНСИСТ-ОС»,,1995-08-05,2021-10-23,,,,,77.70106157245772,0.1075740953221251,0,33.99002164946498,,
ФИО_252,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,нет,,,"Акционерное общество ""Атомэнергопроект""",,,,,,,,24.343498605507595,,0,26.067975984346234,,
ФИО_434,0,Участник мероприятия,Информационная безопасность; ,инженер-конструктор,Специалист (рабочие специальности),2016-10-10,Фгуп по маяк,Вывод из эксплуатации объектов использования атомной энергии,28.01.1993,2021-05-14,,,,Машины и аппараты химических производств,4.762340943377943,,0,,,
ФИО_271,1,Участник мероприятия,Технологии композитов; ,Сварщик,,08.2019,"ФГУП ""Маяк""",,02.09.1979,,,,,,64.43831528518248,,0,,,
ФИО_264,1,Участник мероприятия,Информационная безопасность; ,Инженер-технолог,,2022-07-01,Волгодонский филиал Акционерного общества «Инжиниринговая компания ,нет в предлагаемом списке,,2020-02-03,,,,,16.75022139982081,0.07490746332404791,0,24.295727000100005,,
ФИО_534,1,Участник мероприятия,Инженерное мышление. Каракури; ,Инженер 2 категории,,2019-08-28,Озёрский Технический Колледж,,,2012-11-02,Высшее ,МИСиС ,,Химическая технология материалов современной энергетики,38.60814373977762,,0,,,
ФИО_288,0,Участник мероприятия,Информационная безопасность; ,Ведущий инженер,,,"""АО """"Сибирский химический комбинат""""""",,,,,,,,14.723099311576899,,0,,,
ФИО_351,0,Участник мероприятия,Изготовление прототипов; ,Сварщик,,2022-07-01,"АО ""Цифровые платформы и решения Умного города""",,2000-11-08,,Высшее,,,,27.961472315893047,,0,,,
ФИО_113,0,Участник мероприятия,Квантовые технологии; ,Главный специалист,,09.2006,Новосибирский национально исследовательский государственный университет,,02.02.1986,,,,,,31.544311222356825,,1,,,
ФИО_517,0,Участник мероприятия,Управление качеством; ,Инженер по охране окружающей среды (эколог),,,Артем Александрович Бондаренко,,,,,,,,0.0,0.0,0,32.07321998205874,,
ФИО_82,0,Участник мероприятия,Охрана труда; ,Дозиметрист,,2019,"""ПАО """"Машиностроительный завод""""""",,1985-12-13,,,,,,27.086475155138118,,0,31.17915424354829,,
ФИО_227,0,Участник мероприятия,Неразрушающий контроль; ,,Инженер,2020,"""ПАО """"Нижнекамскнефтехим""""""",Радиационный контроль,,2020-07-20,,,,,18.05697524006364,0.0,0,34.05188308816875,,
ФИО_606,0,Участник мероприятия,Управление качеством; ,слесарь,Инженер,2001-08-03,"""АО """"ЦКБМ""""""",нет в предлагаемом списке,2002-09-17,27.08.2019,,,,,14.392481181310966,,0,,,
ФИО_663,0,Участник мероприятия,Управление качеством; ,инженер-конструктор,,янв.99,"""""""Балаковоатомэнергоремонт"""" - филиал АО """"Атомэнергоремонт""""""",,1999-02-18,,,,,,0.0,0.13213902498366498,0,19.614393313049042,1.3836657344342453,2.03717365110136
ФИО_630,1,Участник мероприятия,Программные решения для бизнеса; ,Главный специалист,,2010-10-01,АО ''ИНСТИТУТ РЕАКТОРНЫХ МАТЕРИАЛОВ'',,1967-03-21,2017-12-18,,,,,38.72892792094268,,0,33.12837449741647,,
ФИО_495,0,Участник мероприятия,Охрана труда; ,Инженер-конструктор 2 категории,,2000-05-05,ФГУП ПСЗ,,27.04.1995,2011-09-19,,,2008;2004,"Стрелково-пушечное, артиллерийское и ракетное оружие ",6.287534171040818,0.0,0,33.56885166608798,1.1295028444316964,2.100904174361603
ФИО_471,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Специалист 2 категории,,"11,2017","""АО """"ВПО"""" Точмаш"""" - Центр ОКР",,1980-01-11,2016,,,,,0.0,0.006074808831568669,0,33.857362571046465,,
ФИО_448,0,Участник мероприятия,Управление жизненным циклом; ,Инженер по охране труда,,2011,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,,,,,,,0.0,,0,,,
ФИО_335,1,Участник мероприятия,Управление жизненным циклом; ,Лаборант химического анализа 5 разряда,,2012-05-02,БИТИ НИЯУ МИФИ,нет в предлагаемом списке,2004-03-15,2007-12-01,,,,,0.0,0.0,0,32.31538075932825,,
ФИО_303,0,Участник мероприятия,Управление жизненным циклом; ,Инженер по качеству,,01032002,Чепецкий механический завод,Программист,15.12.1998,2020,,,,,2.1690731477139504,0.0,0,40.19241566950994,1.3121298623800288,
ФИО_255,0,Участник мероприятия,Охрана труда; ,Ведущий специалист,,май.01,Филиал АО ''Концерн Росэнергоатом'' ''Калининская атомная станция'',Радиационный контроль,1989-11-26,,,,,,0.0,,0,,,
ФИО_337,0,Участник мероприятия,Технологии композитов; ,Инженер по качеству,,2014-11-11,"ООО ""Газпромнефть-Цифровые решения""",Вывод из эксплуатации объектов использования атомной энергии,22.06.1993,,,,,,17.693358504899617,,0,,,
ФИО_662,0,Участник мероприятия,Управление жизненным циклом; ,токарь 6 р,,2022-01-12,"АО ""ВНИПИпромтехнологии""",,1981-06-04,,,,,,18.32535005883549,0.0449027318237438,0,39.46999437504757,1.2030411243053585,1.4694799940035388
ФИО_707,0,Участник мероприятия,Строительный контроль; ,Инженер по качеству,,2012-12-03,АО Цифровые платформы и решения умного города,,13.07.1989,20.11.2017,,,,,22.911209341599083,0.19130218088433826,0,25.067172872523706,1.3667343673806143,
ФИО_380,0,Участник мероприятия,Промышленная механика и монтаж; ,Специалист 2 категории,,2000-08-01,Акционерное общество «Русатом Инфраструктурные решения»,,,,,,,,19.93080044322129,0.02511484395924469,0,20.55645333196759,,
ФИО_369,0,Участник мероприятия,Информационная безопасность; ,Ведущий инженер по ремонту и эксплуатации станочного об-ия,Нет,2007-11-01,"""Акционерное общество """"Ангарский электролизный химический комбинат""""""",Управление качеством,2000-09-16,2021-05-14,,,,,44.48732604184161,,0,43.50569340398371,,
ФИО_587,0,Участник мероприятия,Охрана труда; ,Лаборант химического анализа,,,"ФГУП ""ОБЪЕДИНЕННЫЙ ЭКОЛОГО-ТЕХНОЛОГИЧЕСКИЙ И НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ПО ОБЕЗВРЕЖИВАНИЮ РАО И ОХРАНЕ ОКРУЖАЮЩЕЙ СР",Вывод из эксплуатации объектов использования атомной энергии,03.02.1986,Нету,,,,,0.0,0.0,0,32.521051339636635,,
ФИО_48,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,,,2006-08-01,"Филиал АО ""Концерн Росэнергоатом"""" Нововоронежская атомная станция """,,1980-11-03,,,,,,14.758047593024882,,0,,,
ФИО_170,1,Участник мероприятия,Водитель спецавтомобиля; ,Инженер-конструктор 1 категории группы проектирования ремонтного оборудования отдела 40340,,2013-07-23,Общество с ограниченной ответственностью «Производственное ремонтно-эксплуатационное хозяйство Горно-химического комбина,,23.06.1986,2013,,,,,52.46721121459193,,0,,,
ФИО_382,0,Участник мероприятия,Промышленная автоматика; ,Слесарь по КИП и А,,апр.08,Снежинский физико-технический институт,,1984-01-29,,,,,,53.880249029414294,,0,,,
ФИО_397,0,Участник мероприятия,Инженерное мышление. Каракури; ,Инженер физико-химик,,2014-07-14,Чепецкий механический завод,,,,,,,,0.0,,0,,,
ФИО_57,0,Участник мероприятия,Неразрушающий контроль; ,нет,,2019-01-15,ФГУП РФЯЦ-ВНИИЭФ,,,18.12.2017,,,,,47.61007994847202,0.14917518178397465,0,24.70007608541731,,
ФИО_445,0,Участник мероприятия,Сварочные технологии; ,Эксперт MES/MOM,Инженер,09.2003,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,1998-04-03,2014-10-13,,,2018,,24.68513654430378,,0,,,
ФИО_320,1,Участник мероприятия,Охрана труда; ,Инженер по качеству,Инженер,2022-05-04,АО Научный и Конструкторский Институт Монтажной Технологии-Атомстрой,,,2020-06-16,,,,,0.0,,0,,,
ФИО_179,0,Участник мероприятия,Управление качеством; ,Инженер - конструктор,,2008-03-20,"""Акционерное общество """"Институт реакторных материалов""""""",,2022-07-20,,,,,,0.0,0.1250058674436077,0,28.052145267078817,1.4912682044755499,2.303099894187394
ФИО_438,1,Участник мероприятия,Охрана труда; ,Инженер по качеству,Специалист (рабочие специальности),2016-10-10,Филиал АО ''Концерн Росэнергоатом'' ''Белоярская атомная станция'',,2003-08-18,2012-10-30,,,,,41.46246498960156,,0,,,
ФИО_324,1,Участник мероприятия,Аналитический контроль; ,Разработчик,,июл.05,-,,1995-06-03,,,,,,39.88750790299356,0.11584938069138415,0,26.449918218976364,,
ФИО_54,0,Участник мероприятия,Охрана труда; ,Эксперт,Инженер,2003-02-23,Снежинский физико-технический институт Национального исследовательского ядерного университета МИФИ,,1980-07-26,2021-04-23,,,,14.05.02,20.79874418470346,0.11110026974585155,0,27.00650429019502,,
ФИО_661,0,Участник мероприятия,Инженер-конструктор; ,Начальник отдела,,2012-06-01,"""ФГУП """"Российский федеральный ядерный центр–Всероссийский научно- исследовательский институт экспериментальной физики"""" (ФГУП """"РФЯЦ-ВНИИЭФ"""")""",,1994-11-03,2012,,,,,9.601062847199813,0.015995208992824098,0,28.626940654498352,,
ФИО_514,1,Участник мероприятия,Инженерное мышление. Каракури; ,Инженер-электроник,,"11,2009","Акционерное общество ""Сибирский химический комбинат""",,1992-02-07,-,Высшее,,2015;2014,"Юриспруденция;Бухгалтерский учет, анализ и аудит;Сестринское дело",35.37919861157445,,0,30.436884915565315,,
ФИО_623,0,Участник мероприятия,Работы на токарных универсальных станках; ,Инженер-конструктор 2 категории,Инженер,10.10.2021,"Филиал АО ""КОНСИСТ-ОС"" ""Кольский""",,25.09.1986,2011-09-19,,,,,58.458941483947555,,0,,,
ФИО_640,0,Участник мероприятия,Работы на токарных универсальных станках; ,"Контролёр сборки, разборки ЯБП",,2021-03-25,ФГУП Комбинат Электрохимприбор,,1984-08-23,2005,Высшее,УрГЭУ,,экономист-менеджер,51.733414113273746,0.3255496547600691,0,31.24611733518893,,
ФИО_12,0,Участник мероприятия,Охрана окружающей среды; ,Руководитель направления,,2018,"""АО """"Владимирское производственное объединение """"Точмаш""""""",,,,,,,,39.90262820714462,,0,,,
ФИО_415,0,Участник мероприятия,Бетонные строительные работы; ,Главный специалист по ОТ,Нет,май.12,"""АО """"РИР"""" филиал в г. Озерске""",Промышленная автоматика,1997-04-16,2015-09-14,,,,,28.904586951179176,,0,,,
ФИО_171,0,Участник мероприятия,Управление жизненным циклом; ,Инженер-конструктор 2 категории,,2019-10-17,"""АО """"Сибирский химический комбинат""""""",,,2019-10-17,Высшее;Высшее,,2015;2014,Нет,5.334029976061336,,0,29.22724599318877,,
ФИО_379,0,Участник мероприятия,Инженерное мышление. Каракури; ,Инженер-конструктор 3 категории,,,Акционерное общество Атомспецтранс Озерский филиал,,,,,,,,0.0,,0,,,
ФИО_356,0,Участник мероприятия,Фрезерные работы на станках с ЧПУ; ,Эксперт,,,"ООО ""ЗапСибНефтехим""",,1995-09-29,,,,,,26.66328525266527,0.2591668777931144,0,21.0007263802938,,
ФИО_588,0,Участник мероприятия,Работы на токарных универсальных станках; ,Ведущий специалист,,12.03.2018,ОАО ФНПЦ ПО Старт,Электроника,1976-11-01,2010-04-20,,,,,44.532812686212594,0.0,0,27.536938438103448,,
ФИО_650,0,Участник мероприятия,Аналитический контроль; ,инженер механик,Инженер,06.2022,"""Филиал АО """"АЭМ-технологии """"Петрозаводскмаш"""" в г. Петрозаводск """,,05.10.2002,2021-03-18,,,,,0.0,0.0,0,32.09213411538718,,
ФИО_290,0,Участник мероприятия,Охрана окружающей среды; ,Главный специалист,Специалист (рабочие специальности),2022,ООО Калининская АЭС-сервис,,1988-07-15,2019-04-01,,,,,50.648018092024365,0.2978544756816147,0,32.12873252311145,,
ФИО_485,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Водитель кислотовоза,,2005-01-17,Трест Рос Спец Энерго Монтаж,,1984-01-01,,,,,,28.240109138790253,,0,37.099228511610214,,
ФИО_250,1,Участник мероприятия,Сварочные технологии; ,слесарь по КИПиА,,2005-01-01,"""АО """"Сибирский химический комбинат""""""",,1986-10-18,,,,,,41.17494506158214,0.1694702733863809,0,25.505569953088163,1.025356411785769,1.5538150828983013
ФИО_493,0,Участник мероприятия,Инженер-конструктор; ,Специалист 2 категории,,09.2001,"""ФГУП """"ПО""""Маяк""""""",,1981-08-13,,,,,,7.522022004267896,0.07262311841265083,0,25.29690472353714,,
ФИО_100,0,Участник мероприятия,Сетевое и системное администрирование; ,,,,Нет,,1985-01-14,,,,,,29.6100107707977,0.07374081562504806,0,27.857341254144774,1.535697723471038,1.907934130425557
ФИО_196,0,Участник мероприятия,Мехатроника; ,-,,07.2021,"""АО """"Сибирский химический комбинат""""""",,2001-08-02,2017-08-25,,,,,0.0,,0,,,
ФИО_427,1,Участник мероприятия,Промышленная механика и монтаж; ,инженер,,08.2010,АО Центральное конструкторское бюро машиностроения,,25.02.1989,,,,,,22.526258607807733,0.16970485827665277,0,28.545815255994064,,
ФИО_362,0,Участник мероприятия,Сметное дело; ,Инженер коррозионист первой категории,,1986-08-06,Акционерное общество «Русатом Инфраструктурные решения»,,1997-12-20,2012-04-01,,,,,72.36309888312113,,0,,,
ФИО_689,0,Участник мероприятия,Технологии композитов; ,Инженер по качеству,,2019-07-01,"""АО """"ЕВРАЗ НТМК""""""",,16.05.1996,2007-03-14,,,,,46.392963200644154,0.17847746737106035,0,35.35314224562298,1.421779654931061,2.487205899970065
ФИО_694,0,Участник мероприятия,Радиационный контроль; ,Лаборант радиохимического анализа,,2010-10-01,Федеральное Государственное Унитарное Предприятие Приборо Строительный Завод,,1985-10-13,,,,,,15.233993431705747,,0,,,
ФИО_510,0,Участник мероприятия,Инженерное проектирование; ,Ведущий специалист по охране труда,,1998-08-11,"ФГУП ""НИТИ им. А. П. Александрова""",,2002-08-08,02.04.2018,среднее профессиональное,Пту 2,2015;2014,,0.0,,0,,,
ФИО_180,0,Участник мероприятия,Радиационный контроль; ,ведущий инженер,Инженер,,"""АО """"Консист-Оператор связи""""""",Аналитический контроль,1994-07-10,,,,,,0.0,,0,,,
ФИО_562,0,Участник мероприятия,Сварочные технологии; ,Р-248,,2021-02-02,Ремонтно-строительно-монтажный цех 097,,,2022-06-28,,Томский политехнический университет,,Физика кинетических явлений,35.0244206734407,,0,,,
ФИО_102,0,Участник мероприятия,Сварочные технологии; ,,,-,АО «Атомэнергопроект»,,,,,Санкт-Петербургская академия управления и экономики ,2006,,8.94759956528859,0.0,0,31.851883520834757,1.7926130091508168,2.943475990374567
ФИО_642,0,Участник мероприятия,Охрана окружающей среды; ,,,,"""Акционерное общество """"Институт реакторных материалов""""""",,02.09.1979,,,,,,3.361404260407559,,0,,,
ФИО_635,0,Участник мероприятия,Токарные работы на станках с ЧПУ; ,Инженер по качеству,,"10,2019",Акционерное общество «Производственное объединение «Электрохимический завод»,,1999-02-18,2021-09-17,Высшее,ФГАОУ ВО «Южно-Уральский государственный университет (национальный исследовательский университет)»,,инженер,70.87378386030935,,0,,,
ФИО_230,0,Участник мероприятия,Квантовые технологии; ,Оператор станков с ЧПУ,Нет,2019-02-14,"Акционерное общество ""Машиностроительный завод""",Охрана труда,1986-03-06,,,,,,52.24238852953898,,0,,,
ФИО_567,1,Участник мероприятия,Охрана окружающей среды; ,Студент,,09.2007,"""АО ФНПЦ """"ПО СТАРТ"""" им. М.В. Проценко""""""",,,,,,,,34.55186234593053,0.011080079720634323,0,32.86594905227394,,
ФИО_633,0,Участник мероприятия,Электроника; ,Инженер по качеству,,1998-08-01,Национа́льный иссле́довательский я́дерный университет «МИФИ́» (Московский инженерно-физический институт),,1997-08-07,2020-09-15,,,,,33.690542733303715,,0,,,
ФИО_165,1,Участник мероприятия,Аналитический контроль; ,,,,"""Филиал Акционерного общества """"Русатом Инфраструктурные решения"""" в городе Новоуральске""",,,2021-09-14,,,,,26.765806823706203,0.1196053906040233,0,31.306564611649048,1.220875643579866,1.764125692423768
ФИО_540,0,Участник мероприятия,Управление жизненным циклом; ,Руководитель по управлению персоналом,,авг.14,АО ЕВРАЗ ЗСМК,,2004-03-06,,,,,,0.0,0.17096461683763903,0,26.95578211732625,,
ФИО_132,0,Участник мероприятия,Охрана труда; ,главный эксперт,,01032002,Аэрокосмический колледж СибГУ им. М.Ф. Решетнева,,,,,,2020,,25.140060793750894,,0,34.77340301198764,,
ФИО_101,1,Участник мероприятия,Водитель спецавтомобиля; ,Дозиметрист ОРБ,,2000-07-28,"""Акционерное общество """"Чепецкий Механический завод""""""",,,2019-04-01,,,,,89.0,0.12597742816700003,0,31.42761844664771,,
ФИО_389,1,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Специалист по охране труда 1 категории,Нет,07.2007,ФГУП Комбинат Электрохимприбор,Радиационный контроль,1988-12-30,2021-05-14,,,,,8.186024865809172,,0,,,
ФИО_116,0,Участник мероприятия,Работы на токарных универсальных станках; ,Электромонтер,,,Уральский технологический колледж филиал НИЯУ МИФИ,,,,,,,,61.80532815687879,,0,,,
ФИО_322,0,Участник мероприятия,Управление качеством; ,Инженер - конструктор,,,Акционерное общество «Концерн Титан 2»,,03.06.2000,2008-04-11,,,,,6.873545924398581,,0,,,
ФИО_91,1,Участник не в оценке,Вывод из эксплуатации объектов использования атомной энергии; ,Инженер-технолог,Инженер,2019,"ФГУП ""Комбинат ""Электрохимприбор""",,,2020-02-03,,,,,0.0,,0,,,
ФИО_444,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,мастер участка,,,Филиал АО ''Концерн Росэнергоатом'' ''Кольская атомная станция'',,1998-08-09,,,,,,0.0,,0,36.892409191711224,,
ФИО_543,1,Участник мероприятия,Радиационный контроль; ,Токарь с ЧПУ,Специалист (рабочие специальности),,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,1997-11-16,,,,,,31.75522831400916,0.21255660617739786,0,23.08579479831409,1.3389732822376514,2.103364667369323
ФИО_638,0,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Инженер коррозионист первой категории,Специалист (рабочие специальности),фев.11,Обособленное подразделение Томского филиала АО ГСПИ,,1986-01-02,2008-08-12,Высшее,,,,47.62719671978215,,0,,,
ФИО_558,0,Участник мероприятия,Технологии композитов; ,Инженер-эколог 2 категории,Инженер,дек.07,Институт компьютерных технологий и информационной безопасности при Южном Федеральном Университете,,1976-11-06,2000-07-03,,,,,29.947835285477623,0.04050924009827744,0,35.59420023930141,1.3523172717040384,1.7514499901013274
ФИО_210,0,Участник мероприятия,Информационная безопасность; ,Инженер-технолог3 категории,,1992-09-29,-,Программист,,2007-09-29,,,,,0.0,0.07060924660699298,0,34.272096745670154,,
ФИО_275,0,Участник мероприятия,Геодезия; ,инженер-конструктор,,2016-02-01,"""АО """"инжиноринговая компания """"АЭМ-технологии"""" """"Петрозаводскмаш""""""",,2001-02-19,,Высшее,Южно-Российский государственный технический  университет (Новочеркасский политехнический институт),,Теплогазоснабжения и вентиляция,46.42440602457947,,0,,,
ФИО_333,1,Участник мероприятия,Работы на токарных универсальных станках; ,ведущий специалист,,2018-05-03,"""Федеральное государственное унитарное предприятие """"Приборостроительный завод""""""",,1998-07-10,2020-01-24,,,,,89.0,,0,,,
ФИО_69,0,Участник мероприятия,Работы на токарных универсальных станках; ,Студент,,авг.07,"""Акционерное общество """"Федеральный научно-производственный центр"""" Производственное объединение""""Старт"""" имени М. В. Проценко""""""",,1991-02-23,08.2009,,,2016,,79.56804410028528,,0,,,
ФИО_161,0,Участник мероприятия,Мехатроника; ,Инженер по качеству,Инженер,08.2020,"""Акционерное общество """"Федеральный научно-производственный центр"""" Производственное объединение""""Старт"""" имени М. В. Проценко""""""",,,2017,,,,,24.723840439132236,0.0,0,34.22380052558925,1.5469913142333376,1.7861313438948483
ФИО_391,0,Участник мероприятия,Сетевое и системное администрирование; ,Электоогазосварщик,,03.2013,"""Акционерное Общество """"Институт Реакторных Материалов""""""",,,,,,,,0.0,0.023572343802088502,0,34.30591298000556,,
ФИО_119,1,Участник мероприятия,Программные решения для бизнеса; ,Ведущий инженер,,"11,2014","""Федеральное государственное унитарное предприятие """"НАЦИОНАЛЬНЫЙ ОПЕРАТОР ПО ОБРАЩЕНИЮ С РАДИОАКТИВНЫМИ ОТХОДАМИ""""""",,,,,,,,0.0,0.11040387680683597,0,22.099083024478016,1.0,
ФИО_462,0,Участник мероприятия,Управление качеством; ,ведущий инженер,,2005-07-11,"""Акционерное общество """"Высокотехнологический научно-исследовательский институт неорганических материалов имени академика А.А. Бочвара""""""",,2004-03-29,,,,,,7.423517976935877,,0,,,
ФИО_457,0,Участник мероприятия,Охрана труда; ,Студент,,,ФГУП ПО МАЯК,,1987-08-31,,неоконченное СПО,,,Организация и технология защиты информации,0.0,,0,,,
ФИО_339,0,Участник мероприятия,Строительный контроль; ,водитель автомобиля 5 разряда,Инженер,03.2020,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,12.12.1986,2008-09-01,Высшее,"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Уральский государственный лесотехнический университет""",,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",43.43688771895599,,0,,,
ФИО_531,0,Участник мероприятия,Работы на токарных универсальных станках; ,Инженер 1 категории,,ноя.07,Филиал АО ''Концерн Росэнергоатом'' ''Белоярская атомная станция'',,1990-04-04,,,,,,56.84178569708576,,0,,,
ФИО_25,0,Участник мероприятия,Сетевое и системное администрирование; ,Слесарь КИПиА,,,Московский колледж архитектуры и градостроительства,,1999-02-16,,,,,,0.0,,0,,,
ФИО_348,1,Участник мероприятия,Охрана труда; ,,,2009-09-28,АО «Гринатом»,,1977-05-02,2021-12-01,,,2010,,0.0,,0,,,
ФИО_260,1,Участник мероприятия,Квантовые технологии; ,Дозиметрист,,2019-06-10,"""ФГУП """"Приборостроительный завод""""""",,1987-05-04,2021,,,,,59.86729712809168,0.29996012216978085,0,22.513154385075488,1.293644486618913,2.010990434161318
ФИО_594,0,Участник мероприятия,Сварочные технологии; ,Инженер по качеству,,2015-10-15,"""Филиал АО """"Концерн Росэнергоатом"""" Белоярская АЭС""",,1991-12-02,2002-09-01,,,,,33.932494455808914,,0,28.657956584703523,,
ФИО_244,0,Участник мероприятия,Промышленная механика и монтаж; ,главный специалист,,2009-08-25,"""""""Лениградска атомная станция"""" (Лениградская АЭС)""",,1988-11-03,2019-04-01,,,,,13.329369868418702,0.10300636927631096,0,40.226916842059026,,
ФИО_357,0,Участник мероприятия,Управление жизненным циклом; ,Инженер-конструктор,,"10,2016",АО ''ИНСТИТУТ РЕАКТОРНЫХ МАТЕРИАЛОВ'',,05.09.1986,2021-11-01,,,,,0.0,,0,16.081206886335394,,
ФИО_269,0,Участник мероприятия,Работы на токарных универсальных станках; ,Специалист,,2021-05-13,"""филиал АО """"НИКИМТ-Атомстрой""""""",,2000-10-26,,,ОТИ НИЯУ МИФИ,,,64.23508997112263,0.20133467002370486,0,25.361003954559305,,
ФИО_276,0,Участник мероприятия,Промышленная механика и монтаж; ,руководитель направления по управлению цифровизацией,,авг.18,"""ФГУП """"Комбинат """"Электрохимприбор""""""",,,,,,,,12.215412767220915,0.09940103786135907,0,38.468938713961876,,
ФИО_406,0,Участник мероприятия,Аналитический контроль; ,Ведущий специалист по технической защите информации,Специалист (рабочие специальности),2000-07-03,"""АО """"Сибирский химический комбинат""""""",нет в предлагаемом списке,1991-01-25,Нет,,,,,29.47049043632039,0.12346689704747657,0,41.42426475679069,1.043110150125046,1.5441330104489215
ФИО_682,0,Участник мероприятия,Информационная безопасность; ,Инженер строительного контроля,,27.08.2019,"Акционерное общество  Научно-исследовательский институт Научно-производственное объединение ""ЛУЧ""",,2002-08-08,2009-03-10,среднее профессиональное,ЮУПК;УрФУ,2015;2014,Мехатроника и робототехника,35.632763123641766,0.11977066394581261,0,27.421146124804658,,
ФИО_299,0,Участник мероприятия,Промышленная механика и монтаж; ,Архитектор,,2006-03-10,АО Чепецкий механический завод,,1990-06-25,,,,,,15.067914301478895,,0,,,
