ФИО,Пол,Роль в мероприятии,Список компетенций,Должность,Категория,Начало трудового стажа,Место работы,Профессия,Дата рождения,Начало трудовой деятельности в РОСАТОМ,Образование,Место образования,Год оканчания,Специальность,individual_result,Скор/стаж,Перспективность,Возраст,Количество сложных задач,Количество средних задач
ФИО_525,0,Участник мероприятия,Информационная безопасность; ,Инженер-конструктор,,2008-08-16,Ростовская АЭС,,1981-06-04,-,,,,,45.46127040904267,,0,,,
ФИО_149,0,Участник мероприятия,Программные решения для бизнеса; ,Инженер,Специалист (рабочие специальности),07.2011,"Филиал АО ""Концерн Росэнергоатом"" ""Балаковская атомная станция""",Радиационный контроль,1986-04-21,2019-04-01,,,,,0.0,,0,,,
ФИО_701,1,Участник мероприятия,Сетевое и системное администрирование; ,Мастер,,,АО «Атомэнергопроект»,,2004-03-29,,,,,,23.93426581821776,,0,,,
ФИО_566,0,Участник мероприятия,Электроника; ,Инженер по качеству,,2020-01-24,"""АО """"инжиноринговая компания """"АЭМ-технологии"""" """"Петрозаводскмаш""""""",,06.08.1986,2018-04-13,,,,,49.39908664183526,0.0,0,35.9440193926533,,
ФИО_676,0,Участник мероприятия,Аналитический контроль; ,Лаборант химического анализа 6 разряда,,2007-12-01,"""АО """"ОКБМ Африкантов""""""",,07.09.1993,,,,,,28.065655321829663,0.0,0,30.77657221539539,,
ФИО_556,0,Участник мероприятия,Мехатроника; ,Главный специалист,,"11,2011",Ведущий проектно-изыскательский и научно-исследовательский институт промышленной технологии,,2001-11-08,,,,,,0.0,,0,32.69634370189583,,
ФИО_499,0,Участник мероприятия,Управление жизненным циклом; ,Токарь,Инженер,2019-10-17,Акционерное общество Атомстройэкспорт,,1996-02-18,2016-01-27,,,,,0.0,0.14862597832731828,0,31.368569471483635,,
ФИО_267,0,Участник мероприятия,Промышленная механика и монтаж; ,Главный специалист по охране труда,Специалист (рабочие специальности),"11,2014",ФГУП ПСЗ,нет в предлагаемом списке,01.06.1981,2022-03-09,,,,,32.41624118772351,,0,30.755751355218532,,
ФИО_387,1,Участник мероприятия,Управление жизненным циклом; ,Инженер-проектировщик 3 категории,,,Филиал АО ''Концерн Росэнергоатом'' ''Белоярская атомная станция'',,,2021-10-23,,,,,0.0,,0,,,
ФИО_315,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Лаборант химического анализа 5 разряда,,1999-08-18,"АО ""Чепецкий механический завод""",,,2022-04-15,,,,,40.69601370854761,,0,,,
ФИО_110,0,Участник мероприятия,Промышленная механика и монтаж; ,Слесарь-ремонтник,Инженер,2012-05-02,"""ФГУП """"Комбинат """"Электрохимприбор""""""",,1999-08-28,2021-12-13,,,,,0.0,,0,,,
ФИО_442,0,Участник мероприятия,Охрана окружающей среды; ,Инженер по охране окружающей среды (эколог),,,ОАО РЖД дистанция гражданских сооружений ,,22.05.1997,,,,,,28.173714894157307,0.12031030427071428,0,30.21472811160799,1.290169620708124,2.545575711948142
ФИО_208,1,Участник мероприятия,Управление жизненным циклом; ,Эл.слесарь по ремонту автоматики и средств измерений эл.станций,,01.07.2000,"""Акционерное общество Красноярский филиал """"Государственный специализированный проектный институт""""""",,,2020-10-05,,,,,0.0,0.0,0,21.266798769100006,,
ФИО_197,1,Участник мероприятия,Промышленная механика и монтаж; ,Инженер - конструктор,Инженер,2019-03-11,Филиал АО ''Концерн Росэнергоатом'' ''Кольская атомная станция'',,11.09.1991 .09.1991,2016,Высшее,,,,22.227188218800926,0.1459008763699926,0,19.99792200273545,1.3402248376939982,1.180669535733981
ФИО_423,0,Участник мероприятия,Сетевое и системное администрирование; ,Инженер-программист,Специалист (рабочие специальности),08.1994,Филиал АО «Концерн Росэнергоатом» «Калининская атомная станция»,Промышленная автоматика,1992-10-06,2020-03-05,,,,,6.3218546644365325,,0,,,
ФИО_136,0,Участник мероприятия,Сварочные технологии; ,Инженер по охране труда,,,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,23.05.1986,,,,,,7.6350442805699466,,0,,,
ФИО_671,0,Участник мероприятия,Инженерное мышление. Каракури; ,Слесарь КИПиА,Инженер,"11,2009",АО «Инжиниринговая компания «АЭМ-технологии»,,1999-02-18,2016-10-03,Высшее,,2022,,28.65163858953921,0.0,0,35.15337797241915,1.343502629558371,2.081917257607576
ФИО_141,0,Участник мероприятия,Работы на токарных универсальных станках; ,Инженер по радиационной безопасности 3 категории,,2000-05-05,Филиал АО «Концерн Росэнергоатом» «Калининская атомная станция»,,09.05.2002,2021-07-20,,,,,89.0,0.12265199816196579,0,28.11286905811537,,
ФИО_17,0,Участник мероприятия,Машинное обучение и большие данные; ,Слесарь по контрольно измерительным приборам и автоматике,,1997-06-20,"""АО """"Сибирский химический комбинат""""""",,29.01.1993,28.05.2014,,,,,85.14637923006877,0.19671438931335689,0,26.271415101865735,,
ФИО_228,0,Участник мероприятия,Управление жизненным циклом; ,Инженер 2 категории,,-,"""АО """"Сибирский химический комбинат""""""",,,,,,,,0.0,0.12300498870243182,0,21.18326876111034,1.3470681810369909,1.902734433550445
ФИО_247,1,Участник мероприятия,Изготовление прототипов; ,Специалист 2 категории,,2022-07-01,Филиал АО ''АЭМ-технологии'' ''Атоммаш'' в г. Волгодонск,,,,,,,,14.731209130653308,,0,,,
ФИО_626,0,Участник мероприятия,Инженерное мышление. Каракури; ,Инженер,,01.06.2021,"""Акционерное общество """"Производственное объединение """"Электрохимический завод""""""",,2003-06-09,,,,2011,,0.0,0.02044021833917585,0,30.838900432540818,,
ФИО_497,0,Участник мероприятия,Машинное обучение и большие данные; ,Мастер участка дефектоскопии,Специалист (рабочие специальности),2018-10-09,"""Федеральное государственное унитарное предприятие """"Производственное объединение  """"Маяк""""""",,1999-02-18,2021-03-15,высшее,,2015;2014,Инженер строитель;Менеджер организации,40.4974923405739,,0,,,
ФИО_595,0,Участник мероприятия,Информационная безопасность; ,Ведущий инженер-проектировщик,,,Калининском Атомная Электростанция,,1994-01-01,,,,,,28.985756660377536,0.0,0,28.831608640241168,,
ФИО_42,1,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Инженер-конструктор,,2007-02-01,"Департамент капитального строительства отдел генплана, изысканий и землеустройства",Инженер-конструктор,1988-06-06,2019-09-26,,,,,14.433273995393554,,0,42.66218955480767,,
ФИО_397,0,Участник мероприятия,Сетевое и системное администрирование; ,,,07.2021,АО ЧМЗ,,09.08.1995,2020-07-13,,,,,5.9320660497900555,0.003663415008011456,0,25.77002685279595,1.5116522590785357,1.6429675801668737
ФИО_270,1,Участник мероприятия,Управление жизненным циклом; ,инженер электроник 3 категории,Инженер,мар.14,Акционерное общество «Атомспецтранс»,,,,,,,,0.0,,0,,,
ФИО_584,0,Участник мероприятия,Бетонные строительные работы; ,Студент,Нет,авг.08,"""Федеральное государственное унитарное предприятие """"Производственное объединение """"Маяк""""""",нет в предлагаемом списке,1994-07-10,04.2009,,,2020,,0.0,,0,26.003955859455807,,
ФИО_236,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Электрогазосварщик,Нет,2019-08-28,"""АО """"Сибирский химический комбинат""""""",Сметное дело,1982-11-26,2022-01-12,,,,,0.0,0.05878801803007921,0,29.173057048024255,,
ФИО_281,0,Участник мероприятия,Информационная безопасность; ,Инженер-конструктор 2 категории,,2018,"""АО """"Консист-Оператор-Связи""""""",,,,,,,,0.0,,0,,,
ФИО_602,1,Участник мероприятия,Электроника; ,Инженер-конструктор 1 категории,Инженер,2016-10-10,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,нет в предлагаемом списке,22.01.1997,2017-06-01,,,,,70.66450028810137,0.30513443826887054,1,30.36590481270412,,
ФИО_303,0,Участник мероприятия,Электроника; ,инженер,,2008-08-16,Московский колледж архитектуры и градостроительства,,12.02.1989,,,,,,0.0,,0,28.475009752474406,,
ФИО_118,0,Участник мероприятия,Аналитический контроль; ,-,Нет,01.09.2014,"""Акционерное общество """"Русатом автоматизированные системы управления""""""",нет в предлагаемом списке,2000-10-11,,,,,,9.722822110596283,,0,,,
ФИО_420,1,Участник мероприятия,Сметное дело; ,Шлифовшик,,01.2019,"Акционерное общество ""Центральное конструкторское бюро машиностроения""",,1993-09-14,2012-05-02,,,2018,,32.77742508337268,,0,,,
ФИО_464,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Лаборант,Инженер,2000-07-03,Титан 2,,27.04.1995,2021-05-14,Среднее,,,15.02.04 Специальные машины и устройства,5.745703406756437,,0,,,
ФИО_271,1,Участник мероприятия,Программные решения для бизнеса; ,Инженер по выводу из эксплуатации,,08.2011,"ФГУП ""РФЯЦ-ВНИИЭФ"" - филиал НИИИС им. Ю.Е.Седакова",Мехатроника,1993-05-02,2020-02-12,,,,,18.508952273667628,0.1755927652145488,0,42.26683160250921,,
ФИО_14,0,Участник мероприятия,Работы на токарных универсальных станках; ,,Инженер,,"ФГУП ""Комбинат""Электрохимприбор""",Радиационный контроль,2002-08-12,,,,,,42.86617360373102,,0,,,
ФИО_85,0,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Инженер-конструктор,,2014-07-14,"""АО """"Сибирский химический комбинат""""""",,1997-12-20,,,,,,18.735024945565552,,0,,,
ФИО_357,1,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Электоогазосварщик,,18.11.2019,ТТИ НИЯУ МИФИ,,1984-06-25,2021-10-23,Высшее,,,,76.57857889497359,,0,,,
ФИО_30,0,Участник мероприятия,Электромонтаж; ,,,2014-07-23,-,,15.12.1997,01.09.2019,,ЯГТУ,2022,,20.482154047262732,,0,,,
ФИО_436,1,Участник мероприятия,Управление жизненным циклом; ,Студент,Инженер,-10-21,Филиал АО «Концерн Росэнергоатом» «Кольская атомная станция»,,1975-08-02,2021-05-14,,,,,0.0,,0,,,
ФИО_406,0,Участник мероприятия,Инженерное мышление. Каракури; ,фрезеровщик,,2013-07-02,Департамент капитального строительства,,1987-05-15,2005-01-17,среднее профессиональное,ГБПОУ МИК,2011,Эксплуатация железных дорог,16.096294162405858,,0,,,
ФИО_674,0,Участник мероприятия,Сетевое и системное администрирование; ,Инженер-электроник 1 категории,,01.09.2010,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,1992-02-05,2005-12-25,,,,,0.0,0.0,0,28.61631975479667,,
ФИО_504,1,Участник мероприятия,Промышленная механика и монтаж; ,Лаборант химического анализа 6 разряда,,2019-03-11,"""АО """"Ордена Трудового Красного Знамени и ордена труда ЧССР - опытное конструкторское бюро """"ГИДРОПРЕСС""""""",,15.07.1988,,,,,,24.710028168209867,,0,,,
ФИО_306,1,Участник мероприятия,Технологии композитов; ,Эл.слесарь по ремонту автоматики и средств измерений эл.станций,,-06-13,Казанский (Приволжский) федеральный университет,Радиационный контроль,07.09.1993,2010-02-08,,,,,6.099258784469843,0.0,0,41.78100806943878,1.5428421765392981,2.219854888903606
ФИО_250,0,Участник мероприятия,Машинное обучение и большие данные; ,электромонтер по ремонту и обслуживанию релейной защиты и автоматики,,22.07.2019,АО ЕВРАЗ НТМК ,,1996-04-27,2019-06-10,,,,,30.462221772058037,,0,,,
ФИО_140,0,Участник мероприятия,Сетевое и системное администрирование; ,ведущий инженер,,07.2016,Федеральное государственное унитарное предприятие «производственное объединение «Маяк»,,,,,,,,0.0,,0,,,
ФИО_106,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Главный специалист,,-,"""ОАО """"Российский концерн по производству электрической и тепловой энергии на атомных станциях """"Росэнергоатом""""""",,,2022,,,,,0.0,0.0,0,33.788154011608626,1.238522345930048,2.459677613884014
ФИО_521,0,Участник мероприятия,Охрана окружающей среды; ,инженер,,01.2019,Озерский технологический институт - филиал Нияу мифи,,1992-06-26,,,,,,50.094636892060464,0.11046288242146038,0,22.54100743899939,,
ФИО_348,0,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Инженер-конструктор,,2019-12-17,"""ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"РУСАТОМ-АДДИТИВНЫЕ ТЕХНОЛОГИИ""""""",,,,,,,,28.41393502359061,,0,,,
ФИО_82,0,Участник мероприятия,Инженер-конструктор; ,Инженер по автоматизированным системам управления производством,Нет,2017,"Дирекция по поддержке производства , подземный рудник 1",,1980-01-11,2022-04-11,,,,,0.0,0.05784842236577258,0,36.12963805022046,,
ФИО_127,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Специалист,Инженер,04.2019,Московский колледж архитектуры и градостроительства,,1987-10-16,2005,Высшее,ИАТЭ НИЯУ МИФИ,,Промышленная электроника,23.46592655970862,0.14433191807233042,0,32.13339347900663,1.4742135528772904,1.5326513907759076
ФИО_675,1,Участник мероприятия,Инженер-конструктор; ,Электромонтер,,1995-05-29,Тюменская дистанция гражданских сооружений,,1992-08-17,2021-05-14,Высшее,ИЖГТУ,,Физика металлоа,59.817551632428945,0.11192732444137365,0,34.17014272710834,,
ФИО_81,0,Участник мероприятия,Инженерное мышление. Каракури; ,Главный специалист,Инженер,"12,2018",ФГУП ЭлетроХимПрибор,нет в предлагаемом списке,22.09.1985,2018-04-13,,,,,13.0965928035947,,0,,,
ФИО_36,1,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Дозиметрист,,06.2008,"""АО """"Сибирский химический комбинат""""""",,,,,,,,25.79730286570842,0.0760295829301332,0,30.543014549437082,,
ФИО_200,1,Участник мероприятия,Аналитический контроль; ,Электрогазосварщик 6р,,2015-08-10,Ведущий научно-исследовательский проектно-изыскательский институт промышленной технологии,,1997-06-04,,,,,,2.2087757298005286,,0,,,
ФИО_134,0,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Фрезеровщик,,дек.07,АО Научный и Конструкторский Институт Монтажной Технологии-Атомстрой,,,,,,,,2.9578617853240132,,0,,,
ФИО_510,0,Участник мероприятия,Технологии композитов; ,Мастер-лаборант,Инженер,2019-01-15,"Национальный исследовательский ядерный университет ""МИФИ""",Инженерное проектирование,2004-06-15,2018-06-06,,,,,19.269877779632335,0.03194749571355519,0,33.72263135719843,,
ФИО_666,0,Участник мероприятия,Инженер-конструктор; ,Инженер по качеству (аудитор) ведущий,,2016-10-10,"""УФ АО """"СНПО """"Элерон""""""""УПИИ ВНИПИЭТ""""""",,1999-02-18,2019-12-19,Основное общее образование,НИУЯ МИФИ,,"Производство строительных материалов, изделий и конструкций",28.64284166143105,0.20324564433323106,0,33.65117669875518,1.347146475428679,1.8947285083675256
ФИО_333,1,Участник мероприятия,Управление жизненным циклом; ,Специалист по сметной документации,,1999-08-18,"Акционерное общество ""Центральное конструкторское бюро машиностроения""",,1999-11-02,2021-12-01,,,,,0.0,,0,,,
ФИО_430,0,Участник мероприятия,Программные решения для бизнеса; ,Электрогазосварщик,,,Машиностроительный завод,,1998-07-04,,,УрФУ имени первого Президента России Б.Н. Ельцина,2003,Землеустройство ,38.523271732983275,,0,,,
ФИО_266,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,Ведущий инженер,,,"""Филиал АО """"АЭМ-технологии """"Петрозаводскмаш"""" в г. Петрозаводск """,,1999-08-28,,,,,,0.0,0.16801832586933818,0,37.37416313691055,,
ФИО_93,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,ведущий геодезист,,2022-07-25,Балаковская атомная электростанция,,1994-06-15,04.2021,,,2018,,34.559615248963084,0.010207618055988535,0,25.018624365106017,,
ФИО_583,1,Участник мероприятия,Охрана окружающей среды; ,Арматурщик 5 разряда,,янв.19,"""АО """"Консист-Оператор связи""""""",,1983-03-07,2018-10-16,,,,,57.88879501458141,,0,,,
ФИО_471,0,Участник мероприятия,Строительный контроль; ,Инженер-конструктор 3 категории,Нет,2016-10-10,ФГУП Комбинат Электрохимприбор,Инженерное проектирование,1976-11-01,2021-05-14,Среднее специальное ,,2006,140211 Электроснабжение,17.177401185985136,,0,,,
ФИО_249,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Начальник отдела строительного контроля,,июн.15,АО «Государственный специализированный проектный институт»,,1991-11-26,2020-06-16,Высшее,УРФУ,2015;2014,,7.703854353406285,,0,30.457313317887554,,
ФИО_535,0,Участник мероприятия,Неразрушающий контроль; ,Инженер по качеству,,01.12.2015,"АО ""Консист-ОС""",,1988-10-09,,,,,,25.021440293952075,0.21558508758161382,0,29.963520333632648,1.215801288057464,1.6880835028395924
ФИО_212,0,Участник мероприятия,Электроника; ,Ведущий инженер технолог,Специалист (рабочие специальности),авг.13,Машиностроительный завод «ЗиО-Подольск»,,03.02.1986,2006-03-01,,,,,16.781219398371107,,0,41.94520491533578,,
ФИО_186,0,Участник мероприятия,Управление качеством; ,Инженер,,май.07,Снежинский физико-технический институт,,,2020-07-15,,,2015;2014,Эксплуатация железных дорог,28.328586496317985,,0,32.44488688687344,,
ФИО_120,1,Участник мероприятия,Мехатроника; ,начальник группы,,2006-06-01,Филиал АО «Концерн Росэнергоатом» «Опытно-демонстрационный инженерный центр по выводу из эксплуатации»,,,,,,,,59.72106294090452,,0,,,
ФИО_402,0,Участник мероприятия,Управление жизненным циклом; ,,,07.2021,"""Филиал АО """"Концерн Росэнергоатом"""" Белоярская АЭС""",,1990-07-31,,,,,,0.0,,0,,,
ФИО_360,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,инженер-электроник 1 категории,Инженер,2012-05-07,"Филиал АО ""Концерн Росэнергоатом"" ""Балаковская атомная станция""",,1999-08-25,2021-08-18,,,,,0.0,0.0010143851497922823,0,49.882461789448776,1.0060544808756633,
ФИО_507,1,Участник мероприятия,Инженерное мышление. Каракури; ,главный специалист отдела ООС,,2012-08-08,"Филиал АО ""КОНСИСТ-ОС"" ""Кольский""",,1991-10-14,2017-12-18,высшее профессиональное,,,лаборант химического анализа,27.428510608950255,0.041271836950616196,0,22.22705025797615,,
ФИО_34,0,Участник мероприятия,Управление качеством; ,Электрослесарь по ремонту и обслуживанию автоматики и средства измерений электростанций 6 разряда,Инженер,2020,"Федеральное государственное унитарное предприятие ""Производственное объединение ""Маяк""""",,18.07.1991,,,,,,35.493814194123004,,0,,,
ФИО_477,0,Участник мероприятия,Инженерное мышление. Каракури; ,Инженер-конструктор,,2006-01-16,"""АО по наладке",,1993-07-29,2022-07-01,,ИДПО Уральского государственного горного университета,2012,Промышленное и гражданское строительсво;Экономика и управление на предприятии (строительство),0.0,0.21017486921092532,0,22.678972318292715,1.3901417711692496,1.3418838823136885
ФИО_272,1,Участник мероприятия,Управление жизненным циклом; ,Руководитель по управлению персоналом,Инженер,2006-08-01,"АО ""ВНИПИпротехнологии""",,02.02.1975,2020-03-18,,,,,0.0,,0,,,
ФИО_292,0,Участник мероприятия,Информационная безопасность; ,,,авг.08,"УФ АО ""ФЦНИВТ ""СНПО ""Элерон"" ""УПИИ ВНИПИЭТ""",,01.05.1978,2020,,,,,11.251430496687298,,0,,,
ФИО_505,1,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Инженер по качеству,Студент,1992-09-29,Балаково АтомЭнергоРемонт ,Радиационный контроль,11.09.1991 .09.1991,2008-06-26,,,,,64.22234589477424,0.1601137161763117,0,37.25521856956884,,
ФИО_196,0,Участник мероприятия,Технологии композитов; ,специалист 1 категории,,06.2022,"""ФГУП """"Производственное объединение """"Маяк""""""",,11.05.1989,,,,,,16.60084914522316,,0,,,
ФИО_139,1,Участник мероприятия,Аддитивные технологии; ,Ведущий инженер,Специалист (рабочие специальности),,Национальный исследовательский ядерный университет «МИФИ»,,1992-07-06,2019-08-26,,,,,71.30998076862338,0.29667634839128676,0,33.52342406288336,,
ФИО_154,1,Участник мероприятия,Аналитический контроль; ,,,2020,"""АО Нижегородская инжиниринговая компания """"Атомэнергопроект"""" (АО """"НИАЭП"""")""",,,-,,,,,37.493260813192144,0.0,0,25.142689258679912,,
ФИО_265,0,Участник мероприятия,Работы на токарных универсальных станках; ,Лаборант химического анализа 5 разряда,Инженер,2016-10-10,"""Акционерное общество """"Федеральный научно-производственный центр"""" Производственное объединение""""Старт"""" имени М. В. Проценко""""""",,1994-05-04,2018-07-21,,,,,7.195630137383743,0.10770297367416871,0,32.66899542814372,,
ФИО_501,0,Участник мероприятия,Сетевое и системное администрирование; ,инженер-конструктор 2 категории,,2012-05-07,Ленинградская атомная электростанция,,18.02.1987,2022-01-10,,,,,0.0,,0,32.73260912936137,,
ФИО_503,0,Участник мероприятия,Инженер-конструктор; ,Инженер-конструктор 2 категории,,2002-11-14,Технологический Институт Национальный Исследовательский Ядерный Университет МИФИ,,16.08.1983,,,,,,3.261279152840533,,0,,,
ФИО_594,0,Участник мероприятия,Инженерное мышление. Каракури; ,инженер,,2014-11-11,Филиал АО «Концерн Росэнергоатом» «Опытно-демонстрационный инженерный центр по выводу из эксплуатации»,,1999-02-18,2013-09-26,,,,,4.22689454179004,0.14642819972934884,0,28.56012286788506,1.382280509510997,1.1707525059935597
ФИО_99,0,Участник мероприятия,Корпоративная защита от внутренних угроз информационной безопасности; ,Главный специалист,,01.2019,TİTAN2 IC İÇTAŞ İNŞAAT A.Ş.,,1994-07-10,,,,,,17.324773647825385,0.002813718291411485,0,33.149396669702284,,
ФИО_87,0,Участник мероприятия,Бетонные строительные работы; ,,,,"""АО """"Машиностроительный завод""""""",,07.09.1993,,,,,,24.61629560485556,0.2710038869020987,1,15.686975373367243,,
ФИО_367,0,Участник мероприятия,Бетонные строительные работы; ,Мастер,,2006-01-16,"""ФГУП """"Приборостроительный завод""""""",,2005-12-08,2016,,,,,89.0,,0,,,
ФИО_38,1,Участник мероприятия,Аналитический контроль; ,ведущий геодезист,,,НВПК НИЯУ МИФИ,,1985-01-14,,высшее,ИрГУПС,,,24.52387128572075,,0,27.608619751478965,,
ФИО_456,0,Участник мероприятия,Строительный контроль; ,Арматуршик,,2009-05-12,"АО ""Гринатом""",,1995-08-05,,,,,,60.3144305876867,,0,,,
ФИО_470,0,Участник мероприятия,Инженерное проектирование; ,Фрезеровщик 5го разряда,,2019-01-15,Балаково АтомЭнергоРемонт ,,,,,,,,25.661090578273278,0.0,0,27.12829719016505,1.3987803011442814,2.192796501361496
ФИО_104,0,Участник мероприятия,Охрана окружающей среды; ,слесарь по КИПиА,,2018,Московский колледж архитектуры и градостроительства,,,,,,,,0.0,0.0,0,30.90702960684763,,
ФИО_401,0,Участник мероприятия,Управление жизненным циклом; ,,,01.2014,нижнетагильский металлургический комбинат ,,1974-09-22,,,,,,0.0,,0,,,
ФИО_350,0,Участник мероприятия,Инженер-конструктор; ,Заместитель начальника участка ИТП ЦКР,,июл.09,"Акционерное Общество ""Гринатом""",нет в предлагаемом списке,2000-10-11,2021-05-19,,,2015,,40.282194235098956,,0,,,
ФИО_560,0,Участник мероприятия,Информационная безопасность; ,Лаборант радиохимического анализа,,"11,2009",Акционерное общество опытное конструкторское бюро машиностроения им. И. И. Африкантова,,30.09.1994,,,,,,10.472046398422417,0.0,0,43.024534173197104,,
ФИО_318,0,Участник мероприятия,Охрана окружающей среды; ,Дозиметрист,,07.2016,Московский колледж архитектуры и градостроительства,Инженер-конструктор,1989-02-17,2020-06-16,,,,,21.580741194863716,,0,,,
ФИО_356,0,Участник мероприятия,Строительный контроль; ,Инженер по качеству,Инженер,08.2004,ФГУП комбинат электрохимприбор,,1992-01-07,2008-03-10,,,,,0.0,0.11827249619951191,0,30.29661895713267,,
ФИО_641,0,Участник мероприятия,Промышленная механика и монтаж; ,Ведущий инженер проектировщик,,июн.10,Филиал АО ''Концерн Росэнергоатом'' ''Калининская атомная станция'',,1986-07-27,,,,,,5.389783546925427,0.1939696011379127,0,27.899539533740437,,
ФИО_394,0,Участник мероприятия,Сетевое и системное администрирование; ,Мастер-лаборант,,2022-03-09,ФГУП ПО МАЯК,,,,,,,,23.46700541828133,,0,,,
ФИО_206,0,Участник мероприятия,Инженерное мышление. Каракури; ,Водитель кислотовоза,,,"""Акционерное общество """"Чепецкий Механический завод""""""",,23.06.1986,,,"""Юго-Западный Государственный Университет""",,,5.886978941184898,,0,,,
ФИО_645,1,Участник мероприятия,Управление жизненным циклом; ,Водитель,,1987-01-26,Государственный университет аэрокосмического приборостроения,,20.06.1983,2011-10-06,,,,,1.811843085528423,,0,,,
ФИО_625,0,Участник мероприятия,Информационная безопасность; ,Слесарь-ремонтник,,08.2012,Филиал АО ''Концерн Росэнергоатом'' ''Белоярская атомная станция'',,10.03.1993,,,,,,0.0,,0,,,
ФИО_188,0,Участник мероприятия,Вывод из эксплуатации объектов использования атомной энергии; ,Ведущий инженер-программист,,1995-05-29,"""АКЦИОНЕРНОЕ ОБЩЕСТВО """"НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ КОНСТРУКЦИОННЫХ МАТЕРИАЛОВ НА ОСНОВЕ ГРАФИТА """"НИИГРАФИТ""""""",,1993-09-14,2007-11-06,,,,,4.358289472657521,,0,,,
ФИО_543,0,Участник мероприятия,Инженерное мышление. Каракури; ,ведущий геодезист,,26.09.2011,АО «Атомэнергопроект»,,,,,,,,39.04472740424219,0.09539581445607792,0,21.10790676890325,,
ФИО_703,0,Участник мероприятия,Управление качеством; ,главный специалист,,янв.11,"""Филиал АО """"Концерн Росэнергоатом"""" Белоярская АЭС""",,1999-02-18,2021-05-14,,,,,17.217369693499666,0.08684907964423672,0,28.433425863118046,1.5298190035141954,2.412597300763195
ФИО_174,0,Участник мероприятия,Инженер-конструктор; ,Инженер-электроник,Инженер,2007-08-10,"ФГБОУ ВО ""Алтайский государственный университет""",,,,,,,,12.607560272294556,0.19057810611037698,0,35.45670476074233,1.0758312247722208,2.1087909810568894
ФИО_100,0,Участник мероприятия,Цифровое ПСР-Предприятие (Lean Smart Plant); ,начальник группы,,2014-07-14,Аэрокосмический колледж СибГУ им. М.Ф. Решетнева,,,,,,,,2.7996667394678987,0.0,0,39.812397255622635,,
ФИО_640,0,Участник мероприятия,Управление жизненным циклом; ,Разработчик,,2009-09-01,ПетрозаводскМаш,,1987-01-25,2021-05-14,Высшее,ННГАСУ,2018,Проектирование технологических машин и комплексов,0.0,,0,29.130016197091816,,
ФИО_424,0,Участник мероприятия,Сметное дело; ,Оператор станков с ЧПУ,,июл.01,"""ООО """"НПО """" Центротех""""",,1999-02-18,,,МИФИ,2017,,0.0,0.09569545765590742,0,32.58483070874816,,
ФИО_290,1,Участник мероприятия,Управление качеством; ,инженер-конструктор,Специалист (рабочие специальности),дек.18,АО «ОКБМ АФРИКАНТОВ»,,,Нет,высшее,ЯГТУ,,Информационные системы в экономике ,10.586428812933171,0.09009433841108797,0,27.439534840204196,1.2869695945362094,1.4570650739587425
ФИО_336,0,Участник мероприятия,Инженер-конструктор; ,Инженер по качеству,,2022-01-12,"""АО """"Владимирское производственное объединение """"Точмаш""""""",,1987-08-31,21.04.2020,,,,,17.662826413311787,0.05126240224052934,0,42.12165525007222,1.0061822329722598,2.1768084107763936
ФИО_112,0,Участник мероприятия,Работы на фрезерных универсальных станках; ,разработчик,,2006-05-05,Филиал АО ''Концерн Росэнергоатом'' ''Белоярская атомная станция'',,1986-09-19,,,,,,28.040161105586115,0.10093008751644944,0,36.66572055713389,1.5680031117641455,1.8179449215170953
ФИО_274,1,Участник мероприятия,Информационная безопасность; ,Р-248,,02.2000,"""ПАО """"Приаргунское производственное горно-химическое объединение""""""",,2003-06-14,,,,,,0.0,0.06437630557622998,0,35.30807576972341,1.2732727241404915,1.9506206125108774
